FSC.A	SSC.A	B.530_30.A	V.450_50.A	Population	Cell	Virus	well
103041	94336.8	99.5937	130.106	GFP-	K562	CrERV	H08
96473.6	72899.4	31.9595	115.646	GFP-	K562	CrERV	H08
85789.9	67366.5	77.6943	95.9671	GFP-	K562	CrERV	H08
126114	91423.2	112.719	145.024	GFP-	K562	CrERV	H08
108475	70631	70.418	119.244	GFP-	K562	CrERV	H08
94971.7	58806.8	40.1807	64.7049	GFP-	K562	CrERV	H08
91801	66013.6	60.0299	94.3731	GFP-	K562	CrERV	H08
131336	98201.6	82.8233	126.987	GFP-	K562	CrERV	H08
114722	81813	64.0355	113.202	GFP-	K562	CrERV	H08
142801	103798	78.597	113.288	GFP-	K562	CrERV	H08
101654	98507.2	127.92	109.598	GFP-	K562	CrERV	H08
85959.2	52461.3	60.3639	78.7877	GFP-	K562	CrERV	H08
111482	83135.4	73.035	127.628	GFP-	K562	CrERV	H08
79351.4	55076.1	44.3399	66.3974	GFP-	K562	CrERV	H08
112378	94481.6	65.3699	86.1778	GFP-	K562	CrERV	H08
82193.4	70310.1	39.9873	102.638	GFP-	K562	CrERV	H08
103161	81761.4	46.3227	95.7948	GFP-	K562	CrERV	H08
113038	73983.6	61.0794	74.1566	GFP-	K562	CrERV	H08
91490.1	60026.7	26.0116	71.7741	GFP-	K562	CrERV	H08
113729	94071.7	54.2537	118.73	GFP-	K562	CrERV	H08
88638.5	68111.4	27.3656	93.3388	GFP-	K562	CrERV	H08
82171.9	79269.2	50.7239	133.948	GFP-	K562	CrERV	H08
105731	82643.3	65.3223	86.6959	GFP-	K562	CrERV	H08
91190.8	81608.4	102.288	85.746	GFP-	K562	CrERV	H08
85008.3	81149.1	59.2188	100.659	GFP-	K562	CrERV	H08
77174	59310.6	46.5646	83.8023	GFP-	K562	CrERV	H08
74141.9	61606.3	56.546	112.945	GFP-	K562	CrERV	H08
93593	88538.8	96.0933	99.0241	GFP-	K562	CrERV	H08
110206	85400.6	79.5471	114.874	GFP-	K562	CrERV	H08
114491	96368.6	84.0572	103.541	GFP-	K562	CrERV	H08
125012	104497	63.8925	125.705	GFP-	K562	CrERV	H08
88565.4	72598.8	52.1748	109.083	GFP-	K562	CrERV	H08
85044.2	75428.4	44.7751	83.7159	GFP-	K562	CrERV	H08
88507.5	60932.4	56.0208	84.4071	GFP-	K562	CrERV	H08
97605.6	59774.6	71.0843	101.391	GFP-	K562	CrERV	H08
119313	102598	52.5134	114.531	GFP-	K562	CrERV	H08
96320	68006.4	50.869	115.603	GFP-	K562	CrERV	H08
110587	87597.8	56.2118	109.426	GFP-	K562	CrERV	H08
76997	63741.6	29.1064	71.4707	GFP-	K562	CrERV	H08
72130.4	50212.5	24.6577	20.5494	GFP-	K562	CrERV	H08
108175	57554.4	53.2872	56.1447	GFP-	K562	CrERV	H08
66185.1	32658	37.9561	49.7455	GFP-	K562	CrERV	H08
98667.6	89120.7	51.933	103.756	GFP-	K562	CrERV	H08
139572	118726	144.285	164.629	GFP-	K562	CrERV	H08
87130.2	55102.6	34.184	87.1707	GFP-	K562	CrERV	H08
137311	122624	58.2167	158.614	GFP-	K562	CrERV	H08
106284	65102.2	48.7409	89.3285	GFP-	K562	CrERV	H08
116853	128751	128.108	153.523	GFP-	K562	CrERV	H08
106450	50002.3	53.384	82.4196	GFP-	K562	CrERV	H08
83082.7	64268	46.4195	78.9607	GFP-	K562	CrERV	H08
108442	93815.3	54.8269	112.087	GFP-	K562	CrERV	H08
133962	105667	65.9893	153.438	GFP-	K562	CrERV	H08
66232.8	54406.5	48.4991	79.523	GFP-	K562	CrERV	H08
82106.5	35534.1	29.5416	14.5516	GFP-	K562	CrERV	H08
71084.1	75156.8	40.0356	86.9117	GFP-	K562	CrERV	H08
75585.3	54720.1	14.6971	68.8264	GFP-	K562	CrERV	H08
89841.7	83491.2	64.8457	140.427	GFP-	K562	CrERV	H08
105474	91128.2	62.653	95.2348	GFP-	K562	CrERV	H08
87547.6	55491.4	60.3162	64.2274	GFP-	K562	CrERV	H08
115864	98092.1	73.7009	121.727	GFP-	K562	CrERV	H08
101329	62818.6	48.4508	92.8216	GFP-	K562	CrERV	H08
57218	45897.8	54.4925	64.7049	GFP-	K562	CrERV	H08
72167	66371.8	42.5021	79.177	GFP-	K562	CrERV	H08
53851.2	43917.6	20.4992	59.4058	GFP-	K562	CrERV	H08
124567	102178	114.981	137.359	GFP-	K562	CrERV	H08
114106	74544.4	91.3586	131.387	GFP-	K562	CrERV	H08
106868	78162	53.9671	139.319	GFP-	K562	CrERV	H08
144787	94362	91.0743	172.452	GFP-	K562	CrERV	H08
76133.7	66929.1	74.4143	79.7825	GFP-	K562	CrERV	H08
85758.6	92346.5	55.3045	92.994	GFP-	K562	CrERV	H08
115388	75733.2	68.9899	108.224	GFP-	K562	CrERV	H08
105332	88527	93.4898	140.342	GFP-	K562	CrERV	H08
79728.6	52420.6	53.5774	91.9163	GFP-	K562	CrERV	H08
127226	91303.8	60.6024	110.456	GFP-	K562	CrERV	H08
72404.8	49246	36.4086	73.2471	GFP-	K562	CrERV	H08
102686	61580.2	81.8265	148.341	GFP-	K562	CrERV	H08
138827	82157.2	84.4368	123.653	GFP-	K562	CrERV	H08
135583	142751	51.5461	185.778	GFP-	K562	CrERV	H08
94096.8	66543.3	57.453	98.938	GFP-	K562	CrERV	H08
123134	78176.7	49.2729	128.269	GFP-	K562	CrERV	H08
80858.5	65205.6	34.6193	96.7423	GFP-	K562	CrERV	H08
74168.1	52391.3	22.9169	66.1371	GFP-	K562	CrERV	H08
73671.1	70834.9	57.5962	69.6069	GFP-	K562	CrERV	H08
115464	95711.9	62.8438	81.3822	GFP-	K562	CrERV	H08
107792	65233.7	61.7947	98.8519	GFP-	K562	CrERV	H08
127845	94561.4	71.227	117.36	GFP-	K562	CrERV	H08
113535	84843.1	82.1588	140.214	GFP-	K562	CrERV	H08
128648	119546	68.7994	136.251	GFP-	K562	CrERV	H08
94408.7	70484.1	38.6331	115.989	GFP-	K562	CrERV	H08
64944.1	54112.2	51.8847	63.4459	GFP-	K562	CrERV	H08
89806.5	111065	84.5317	129.081	GFP-	K562	CrERV	H08
90234.1	63495.5	50.3853	95.1917	GFP-	K562	CrERV	H08
88040.3	68629.4	54.4925	149.276	GFP-	K562	CrERV	H08
115830	74366.8	73.8436	128.44	GFP-	K562	CrERV	H08
112967	93943.3	73.0826	121.085	GFP-	K562	CrERV	H08
116781	78120.5	86.8085	144.599	GFP-	K562	CrERV	H08
94507.4	53687.8	52.5134	78.9174	GFP-	K562	CrERV	H08
88690.1	59259.5	77.029	98.8519	GFP-	K562	CrERV	H08
73855.8	47405.8	73.9863	84.7095	GFP-	K562	CrERV	H08
118377	128677	61.2701	137.146	GFP-	K562	CrERV	H08
92389.7	51954.3	58.8848	81.3822	GFP-	K562	CrERV	H08
115481	79553.4	56.8324	74.6762	GFP-	K562	CrERV	H08
89734.3	55318.2	30.4121	74.7628	GFP-	K562	CrERV	H08
112373	96523.2	87.8516	131.942	GFP-	K562	CrERV	H08
144489	127168	91.5955	155.603	GFP-	K562	CrERV	H08
126184	66275.1	85.9074	109.297	GFP-	K562	CrERV	H08
87997.1	79780.9	49.9984	119.844	GFP-	K562	CrERV	H08
119144	70895.9	82.1588	102.208	GFP-	K562	CrERV	H08
114521	111725	56.7847	135.057	GFP-	K562	CrERV	H08
62333.7	56033.6	41.6799	45.2942	GFP-	K562	CrERV	H08
115190	102240	46.5162	115.86	GFP-	K562	CrERV	H08
100032	79217.1	44.8718	77.8359	GFP-	K562	CrERV	H08
78290	86368	77.029	117.317	GFP-	K562	CrERV	H08
92076.8	90619.9	38.5848	117.874	GFP-	K562	CrERV	H08
94358	70491.9	45.8391	70.9507	GFP-	K562	CrERV	H08
109703	103910	29.2998	84.2343	GFP-	K562	CrERV	H08
125040	102310	65.1793	132.497	GFP-	K562	CrERV	H08
74156.8	46851.1	40.616	100.745	GFP-	K562	CrERV	H08
75950.5	49424.3	60.3162	95.8379	GFP-	K562	CrERV	H08
108821	84454.6	71.3698	152.25	GFP-	K562	CrERV	H08
90937	66573.2	63.8449	93.9853	GFP-	K562	CrERV	H08
149002	138806	137.071	184.936	GFP-	K562	CrERV	H08
74028	52333	42.6955	47.2351	GFP-	K562	CrERV	H08
73062.4	56361.7	65.7987	93.2095	GFP-	K562	CrERV	H08
75334.3	59008.5	58.2644	110.07	GFP-	K562	CrERV	H08
114002	77210.4	65.5605	132.454	GFP-	K562	CrERV	H08
76151.8	61485.5	116.442	89.2854	GFP-	K562	CrERV	H08
100312	74046.6	69.6564	100.659	GFP-	K562	CrERV	H08
96149.3	74360.7	42.7922	105.131	GFP-	K562	CrERV	H08
111252	87115.8	98.9317	125.791	GFP-	K562	CrERV	H08
85201	56569.8	44.0013	66.9614	GFP-	K562	CrERV	H08
86264.7	54351.5	42.1635	56.4057	GFP-	K562	CrERV	H08
89457.1	75227.8	79.4996	149.361	GFP-	K562	CrERV	H08
118072	80656.6	56.0208	142.854	GFP-	K562	CrERV	H08
111489	82602.8	49.9501	119.03	GFP-	K562	CrERV	H08
83057.3	59287.6	37.279	75.672	GFP-	K562	CrERV	H08
129962	98962.6	104.32	170.17	GFP-	K562	CrERV	H08
94138.5	73124.8	56.8324	112.344	GFP-	K562	CrERV	H08
101117	99326.3	77.4567	88.0771	GFP-	K562	CrERV	H08
88109.4	70147.1	72.4166	128.739	GFP-	K562	CrERV	H08
79730.9	45527.4	66.9897	83.6295	GFP-	K562	CrERV	H08
64230.3	66008	50.3853	88.2929	GFP-	K562	CrERV	H08
84885.6	44060.4	31.1858	66.7879	GFP-	K562	CrERV	H08
84824.7	66079	69.7992	143.45	GFP-	K562	CrERV	H08
112381	82774.4	61.7947	110.07	GFP-	K562	CrERV	H08
98853	81771.2	67.466	131.302	GFP-	K562	CrERV	H08
96436.1	73506.6	93.3004	130.789	GFP-	K562	CrERV	H08
112193	99757.5	54.4925	138.808	GFP-	K562	CrERV	H08
119638	79101.3	54.6836	130.661	GFP-	K562	CrERV	H08
63481.8	48649.7	43.421	72.9872	GFP-	K562	CrERV	H08
132778	91554.7	94.3421	142.045	GFP-	K562	CrERV	H08
88230.7	64575.8	79.0721	111.486	GFP-	K562	CrERV	H08
119077	67891.8	73.9863	116.16	GFP-	K562	CrERV	H08
134771	87087	67.466	120.871	GFP-	K562	CrERV	H08
93705.1	79975.6	59.0757	89.3716	GFP-	K562	CrERV	H08
67702.5	50178	59.7437	80.3014	GFP-	K562	CrERV	H08
91101.8	81598.9	56.7369	86.9117	GFP-	K562	CrERV	H08
89144.7	56917.1	68.9422	91.2264	GFP-	K562	CrERV	H08
82328.4	53806.7	55.6865	108.31	GFP-	K562	CrERV	H08
68006.7	65088.6	53.0454	79.523	GFP-	K562	CrERV	H08
124152	107146	75.7931	115.86	GFP-	K562	CrERV	H08
111114	59104	76.1259	101.477	GFP-	K562	CrERV	H08
96624.9	65166	54.7313	115.946	GFP-	K562	CrERV	H08
76188	72237.9	52.852	91.097	GFP-	K562	CrERV	H08
74159.2	50178.8	29.7351	68.3061	GFP-	K562	CrERV	H08
109193	93808.7	72.9874	139.49	GFP-	K562	CrERV	H08
91849.4	54170.7	71.798	114.574	GFP-	K562	CrERV	H08
130032	105115	62.9391	128.867	GFP-	K562	CrERV	H08
89144	55452.4	66.8468	89.6305	GFP-	K562	CrERV	H08
122607	108694	74.3667	154.075	GFP-	K562	CrERV	H08
110053	107631	80.8294	175.492	GFP-	K562	CrERV	H08
62612.9	58819.7	61.9855	79.35	GFP-	K562	CrERV	H08
144223	99860.4	85.5279	146.428	GFP-	K562	CrERV	H08
72704.2	50308.2	41.3897	90.5363	GFP-	K562	CrERV	H08
74624.3	55230.3	28.4294	59.7535	GFP-	K562	CrERV	H08
109755	70808	52.0297	113.631	GFP-	K562	CrERV	H08
80346.4	80413.5	46.6129	116.246	GFP-	K562	CrERV	H08
118547	71204	110.031	128.611	GFP-	K562	CrERV	H08
113323	101560	104.036	128.739	GFP-	K562	CrERV	H08
107138	90976.7	109.795	125.662	GFP-	K562	CrERV	H08
151198	139885	82.7759	163.402	GFP-	K562	CrERV	H08
97327.3	50919.6	40.7127	76.5377	GFP-	K562	CrERV	H08
89504.2	92721.9	36.8438	85.8755	GFP-	K562	CrERV	H08
79623.6	49954.3	17.2596	77.36	GFP-	K562	CrERV	H08
89502.1	70348.4	34.9094	85.9187	GFP-	K562	CrERV	H08
79139.7	85471.2	74.5569	105.604	GFP-	K562	CrERV	H08
90999.4	49934.9	72.8923	112.987	GFP-	K562	CrERV	H08
80822.4	54195.3	35.0545	94.0715	GFP-	K562	CrERV	H08
73328.7	54331.4	33.7004	71.2107	GFP-	K562	CrERV	H08
88062.5	58379.9	44.1464	67.9157	GFP-	K562	CrERV	H08
112290	64542.4	39.4069	87.5592	GFP-	K562	CrERV	H08
116608	75090.1	54.2059	80.8202	GFP-	K562	CrERV	H08
89777.8	71435.3	88.3257	105.862	GFP-	K562	CrERV	H08
127055	68621.3	69.8944	67.482	GFP-	K562	CrERV	H08
105244	59879.1	64.8934	106.119	GFP-	K562	CrERV	H08
120022	73675.9	119.832	132.369	GFP-	K562	CrERV	H08
104044	77125.3	75.6505	122.583	GFP-	K562	CrERV	H08
111389	78613.8	54.8269	99.6266	GFP-	K562	CrERV	H08
111473	76808.5	81.9214	118.345	GFP-	K562	CrERV	H08
91264.5	62432.3	36.7471	80.5176	GFP-	K562	CrERV	H08
117535	91752.7	54.6358	147.746	GFP-	K562	CrERV	H08
117657	62218.7	88.9419	116.717	GFP-	K562	CrERV	H08
90643.9	63852.2	73.2253	81.2093	GFP-	K562	CrERV	H08
71803.9	53139	53.8715	89.1128	GFP-	K562	CrERV	H08
136489	115672	99.8301	160.14	GFP-	K562	CrERV	H08
98798.2	61573.3	43.2275	86.739	GFP-	K562	CrERV	H08
77363.9	81630.1	88.7997	104.014	GFP-	K562	CrERV	H08
119583	89107.5	59.8868	108.267	GFP-	K562	CrERV	H08
92647.4	72064.6	84.9112	93.9422	GFP-	K562	CrERV	H08
110086	87782.7	42.4537	106.764	GFP-	K562	CrERV	H08
94767.8	63141.9	67.7994	112.001	GFP-	K562	CrERV	H08
89292.4	72841.3	65.3699	107.752	GFP-	K562	CrERV	H08
117004	72890.1	47.6286	123.268	GFP-	K562	CrERV	H08
81938.2	73271	41.3414	66.0503	GFP-	K562	CrERV	H08
124924	101497	90.6953	141.023	GFP-	K562	CrERV	H08
85769.8	69630.2	59.6483	110.585	GFP-	K562	CrERV	H08
91865.8	53577.8	40.3741	66.6577	GFP-	K562	CrERV	H08
113229	100626	67.1326	107.064	GFP-	K562	CrERV	H08
55447.4	46831.1	33.2168	54.5785	GFP-	K562	CrERV	H08
122348	97342.9	67.847	140.981	GFP-	K562	CrERV	H08
111856	97064.3	63.4158	99.9708	GFP-	K562	CrERV	H08
76284.2	50357.5	34.7643	77.7061	GFP-	K562	CrERV	H08
54383.1	50596.5	27.559	79.9987	GFP-	K562	CrERV	H08
134546	83425	62.4146	122.797	GFP-	K562	CrERV	H08
132393	72481.1	84.1996	173.17	GFP-	K562	CrERV	H08
68673.8	50961.9	60.4116	59.7969	GFP-	K562	CrERV	H08
67579.9	61725.1	76.316	92.3043	GFP-	K562	CrERV	H08
70036.9	76961	45.5489	82.895	GFP-	K562	CrERV	H08
66011.8	49768.8	46.1777	84.3639	GFP-	K562	CrERV	H08
92304	64106.6	78.6445	117.531	GFP-	K562	CrERV	H08
108007	71485.3	82.3012	99.6266	GFP-	K562	CrERV	H08
131491	91885.9	96.7085	150.806	GFP-	K562	CrERV	H08
86038.5	50721.7	26.8337	56.1447	GFP-	K562	CrERV	H08
104876	93976.4	60.8886	101.434	GFP-	K562	CrERV	H08
72194.6	47380.7	40.616	76.6243	GFP-	K562	CrERV	H08
96638.7	87472	67.9423	106.764	GFP-	K562	CrERV	H08
97344.7	69248.2	62.6054	94.8471	GFP-	K562	CrERV	H08
100958	80464.1	55.782	102.294	GFP-	K562	CrERV	H08
126764	123816	80.1171	138.808	GFP-	K562	CrERV	H08
86925.5	104103	98.3169	123.481	GFP-	K562	CrERV	H08
73411.1	50104.7	28.0426	73.9834	GFP-	K562	CrERV	H08
125514	83637.8	19.3388	102.552	GFP-	K562	CrERV	H08
120446	88939.1	46.226	128.953	GFP-	K562	CrERV	H08
79959.7	39627	26.4468	57.3625	GFP-	K562	CrERV	H08
113170	86561.9	84.2945	87.9908	GFP-	K562	CrERV	H08
106730	84257.8	55.973	140.001	GFP-	K562	CrERV	H08
97163.2	75672.4	56.9279	131.344	GFP-	K562	CrERV	H08
95537.2	68930.8	48.4508	89.9325	GFP-	K562	CrERV	H08
74465.8	66872.2	42.1635	98.4215	GFP-	K562	CrERV	H08
136530	82967.1	74.6045	109.77	GFP-	K562	CrERV	H08
99639.6	76105.7	34.3291	84.2775	GFP-	K562	CrERV	H08
85084.3	65435.3	44.7751	115.046	GFP-	K562	CrERV	H08
92352.1	55275.5	47.5802	76.3213	GFP-	K562	CrERV	H08
102823	74903.1	122.467	125.919	GFP-	K562	CrERV	H08
69498.6	59765.4	66.4181	102.423	GFP-	K562	CrERV	H08
146540	96255.7	101.674	160.987	GFP-	K562	CrERV	H08
100905	78152.6	52.5618	106.205	GFP-	K562	CrERV	H08
95386.9	77541	46.5162	109.04	GFP-	K562	CrERV	H08
91047.5	68781.7	83.2979	137.189	GFP-	K562	CrERV	H08
93989.1	52800.1	42.9857	85.7028	GFP-	K562	CrERV	H08
88729.5	59304.4	69.8468	127.073	GFP-	K562	CrERV	H08
100303	68300.9	69.1327	107.064	GFP-	K562	CrERV	H08
72804.9	54429.4	35.1996	64.3576	GFP-	K562	CrERV	H08
80382.3	78718.1	48.1122	81.3822	GFP-	K562	CrERV	H08
89236.9	69317.9	86.2868	125.534	GFP-	K562	CrERV	H08
97498.3	69544.4	81.684	132.71	GFP-	K562	CrERV	H08
66676.6	46546.4	47.6769	79.7392	GFP-	K562	CrERV	H08
121472	101763	74.8422	155.306	GFP-	K562	CrERV	H08
68109.6	59241.4	38.8266	95.5364	GFP-	K562	CrERV	H08
84577.1	67518	46.4195	88.2929	GFP-	K562	CrERV	H08
72182.4	80065.4	78.312	133.308	GFP-	K562	CrERV	H08
102788	72073.7	82.5385	99.2823	GFP-	K562	CrERV	H08
112278	103678	70.8939	114.145	GFP-	K562	CrERV	H08
86822.6	67956.9	66.7992	100.788	GFP-	K562	CrERV	H08
111939	89022.8	19.1937	137.189	GFP-	K562	CrERV	H08
88293.9	57867.6	30.3154	53.6646	GFP-	K562	CrERV	H08
89961.7	82185.1	57.1666	96.6993	GFP-	K562	CrERV	H08
104916	87561.5	35.0545	96.1394	GFP-	K562	CrERV	H08
118073	83320.8	57.9781	115.174	GFP-	K562	CrERV	H08
64246.3	56639.9	67.6089	94.2439	GFP-	K562	CrERV	H08
65640.5	61153	74.1765	71.9907	GFP-	K562	CrERV	H08
83491.6	48844.1	31.3309	79.35	GFP-	K562	CrERV	H08
131221	83940.9	72.369	110.842	GFP-	K562	CrERV	H08
82716.2	76469.7	70.0848	95.9671	GFP-	K562	CrERV	H08
108101	72474.3	50.7723	91.0107	GFP-	K562	CrERV	H08
130735	74432.4	68.847	115.989	GFP-	K562	CrERV	H08
147604	140414	123.078	186.619	GFP-	K562	CrERV	H08
117738	90183.8	86.0971	117.788	GFP-	K562	CrERV	H08
132900	121129	77.3141	163.994	GFP-	K562	CrERV	H08
141770	116380	105.406	196.791	GFP-	K562	CrERV	H08
104406	65560.9	52.3199	112.859	GFP-	K562	CrERV	H08
143350	101832	79.4996	162.555	GFP-	K562	CrERV	H08
89810.6	97374.6	75.0324	138.723	GFP-	K562	CrERV	H08
111620	91057	47.2416	132.113	GFP-	K562	CrERV	H08
77004	43685.4	31.3792	60.3184	GFP-	K562	CrERV	H08
108320	109059	80.0696	157.724	GFP-	K562	CrERV	H08
85862.9	57209	61.9855	77.9225	GFP-	K562	CrERV	H08
95806.1	80047.7	95.904	129.679	GFP-	K562	CrERV	H08
112894	74404.7	52.2716	86.739	GFP-	K562	CrERV	H08
67986.6	72356.8	41.6316	118.816	GFP-	K562	CrERV	H08
74051.5	75842.1	39.7938	104.314	GFP-	K562	CrERV	H08
101722	74291	52.7552	109.898	GFP-	K562	CrERV	H08
84103.5	52893.1	39.3102	88.3361	GFP-	K562	CrERV	H08
101576	71071.1	82.3012	116.417	GFP-	K562	CrERV	H08
96496.1	63740.3	52.9971	105.389	GFP-	K562	CrERV	H08
143596	140223	88.1835	154.797	GFP-	K562	CrERV	H08
88345.5	64542.2	61.6994	119.202	GFP-	K562	CrERV	H08
95188.5	76207.2	69.2279	137.402	GFP-	K562	CrERV	H08
137286	139662	91.7849	155.56	GFP-	K562	CrERV	H08
123469	76178.5	44.1948	107.666	GFP-	K562	CrERV	H08
104270	91986.7	101.437	141.151	GFP-	K562	CrERV	H08
98631.4	70816.4	52.7069	108.911	GFP-	K562	CrERV	H08
133233	99323.5	78.407	156.112	GFP-	K562	CrERV	H08
57631	46343.3	52.9971	96.0102	GFP-	K562	CrERV	H08
77501.1	72756.4	24.6093	79.9122	GFP-	K562	CrERV	H08
84971.5	54781.9	64.3692	94.3731	GFP-	K562	CrERV	H08
122175	68308.5	60.0776	107.966	GFP-	K562	CrERV	H08
101029	96563.6	71.3222	144.216	GFP-	K562	CrERV	H08
82101.2	61121.7	57.8349	82.1171	GFP-	K562	CrERV	H08
83570.3	50465.7	24.2225	83.7591	GFP-	K562	CrERV	H08
82353	39979.9	17.6948	77.0138	GFP-	K562	CrERV	H08
126610	89532.2	84.1996	124.551	GFP-	K562	CrERV	H08
139885	92138.2	73.8912	124.593	GFP-	K562	CrERV	H08
131321	107642	87.3775	151.613	GFP-	K562	CrERV	H08
84568.9	58731.1	89.9846	90.8382	GFP-	K562	CrERV	H08
79382.6	66945.4	75.5554	80.5608	GFP-	K562	CrERV	H08
117531	120346	87.4723	160.775	GFP-	K562	CrERV	H08
63905.3	48092.5	50.4821	68.8264	GFP-	K562	CrERV	H08
134997	106003	74.0814	171.818	GFP-	K562	CrERV	H08
90380.6	76521	61.747	146.003	GFP-	K562	CrERV	H08
122918	110289	61.8424	124.209	GFP-	K562	CrERV	H08
141715	102362	81.3517	124.422	GFP-	K562	CrERV	H08
115194	71132.7	111.635	126.817	GFP-	K562	CrERV	H08
122222	140368	58.5985	124.807	GFP-	K562	CrERV	H08
101955	94749.4	48.5958	150.253	GFP-	K562	CrERV	H08
81337.9	76346.5	54.2537	113.845	GFP-	K562	CrERV	H08
59113.5	46120.5	39.6487	63.0985	GFP-	K562	CrERV	H08
86144.7	73356	58.9325	111.057	GFP-	K562	CrERV	H08
98376.5	64477.5	65.4176	109.169	GFP-	K562	CrERV	H08
99699.2	76620.2	52.465	110.885	GFP-	K562	CrERV	H08
73499.1	63522.7	65.3699	94.4593	GFP-	K562	CrERV	H08
85256.8	70020.6	20.1608	83.7159	GFP-	K562	CrERV	H08
140902	85776.4	43.2759	140.257	GFP-	K562	CrERV	H08
134473	94403.3	91.8797	104.271	GFP-	K562	CrERV	H08
89357	79804.6	51.1592	112.43	GFP-	K562	CrERV	H08
141347	91560.4	106.256	168.817	GFP-	K562	CrERV	H08
131744	95457.1	89.0841	156.154	GFP-	K562	CrERV	H08
127237	78829.8	91.5007	128.355	GFP-	K562	CrERV	H08
123239	78624.3	57.3098	146.513	GFP-	K562	CrERV	H08
73332.6	49335.8	34.0389	71.7741	GFP-	K562	CrERV	H08
104652	46804.4	26.9787	37.8834	GFP-	K562	CrERV	H08
90590.1	69912.4	45.5973	82.1603	GFP-	K562	CrERV	H08
80976.1	71212.3	54.8269	98.1202	GFP-	K562	CrERV	H08
101828	53430.1	43.2759	67.6121	GFP-	K562	CrERV	H08
131858	77878.7	88.2309	141.194	GFP-	K562	CrERV	H08
60715.2	75974	69.1327	94.4593	GFP-	K562	CrERV	H08
107332	98989.2	78.502	162.512	GFP-	K562	CrERV	H08
98354.5	40885.8	21.9498	74.5463	GFP-	K562	CrERV	H08
86961	64654	60.8409	114.274	GFP-	K562	CrERV	H08
81698.4	62071.6	35.2963	86.3937	GFP-	K562	CrERV	H08
68400.2	56486.6	45.4522	84.4935	GFP-	K562	CrERV	H08
78371.6	65344.2	51.7396	60.7529	GFP-	K562	CrERV	H08
69289.7	82903	60.2685	91.097	GFP-	K562	CrERV	H08
112331	97915.4	90.2215	103.455	GFP-	K562	CrERV	H08
75417.6	50795	61.5086	80.3014	GFP-	K562	CrERV	H08
53435.6	48940.2	59.1711	84.6231	GFP-	K562	CrERV	H08
75902.6	41903.2	82.4436	88.2929	GFP-	K562	CrERV	H08
78165.7	78334.5	48.7893	114.231	GFP-	K562	CrERV	H08
106710	85773.8	87.3301	132.369	GFP-	K562	CrERV	H08
109997	101906	69.8944	111.314	GFP-	K562	CrERV	H08
95223.1	55897.3	95.5254	109.512	GFP-	K562	CrERV	H08
102160	70626.6	69.1327	124.978	GFP-	K562	CrERV	H08
96961.8	102125	101.296	158.995	GFP-	K562	CrERV	H08
108239	69790.4	90.7901	86.3937	GFP-	K562	CrERV	H08
62071.6	68660.8	47.9671	101.864	GFP-	K562	CrERV	H08
84363.9	42120.2	48.2573	126.517	GFP-	K562	CrERV	H08
110943	73394.5	89.7476	118.902	GFP-	K562	CrERV	H08
61692.2	55271.9	39.9389	71.9474	GFP-	K562	CrERV	H08
102702	86730	60.8409	123.738	GFP-	K562	CrERV	H08
111362	96105.1	38.9233	162.3	GFP-	K562	CrERV	H08
118974	88081.8	96.2353	144.301	GFP-	K562	CrERV	H08
110937	69846.1	35.7315	123.781	GFP-	K562	CrERV	H08
105966	65153.6	52.6101	110.285	GFP-	K562	CrERV	H08
75146.3	95676.9	52.0781	110.199	GFP-	K562	CrERV	H08
113311	78959.9	70.6084	121.171	GFP-	K562	CrERV	H08
132989	85264.7	102.855	118.859	GFP-	K562	CrERV	H08
114538	75090.5	56.4982	93.2957	GFP-	K562	CrERV	H08
93498.8	86537.7	78.312	133.564	GFP-	K562	CrERV	H08
99540.3	74062.2	80.6394	120.058	GFP-	K562	CrERV	H08
125785	76361.8	86.9982	124.85	GFP-	K562	CrERV	H08
100683	64499.8	52.0781	147.151	GFP-	K562	CrERV	H08
96385.1	64538.7	55.3522	102.294	GFP-	K562	CrERV	H08
117606	85436.9	68.4185	113.717	GFP-	K562	CrERV	H08
82551.5	54070	103.422	63.663	GFP-	K562	CrERV	H08
74858.2	57401.2	54.4448	111.486	GFP-	K562	CrERV	H08
95995.1	74728.5	55.1612	92.3043	GFP-	K562	CrERV	H08
96642.9	57067.6	27.7524	113.159	GFP-	K562	CrERV	H08
82807.7	69469.8	42.4053	53.3164	GFP-	K562	CrERV	H08
106162	97209.9	84.9112	110.113	GFP-	K562	CrERV	H08
132707	116157	199.713	145.067	GFP-	K562	CrERV	H08
66253.6	56013.3	38.1495	82.1171	GFP-	K562	CrERV	H08
119917	106753	96.4245	169.917	GFP-	K562	CrERV	H08
94668.9	83622.5	45.694	133.564	GFP-	K562	CrERV	H08
86301.5	53213.9	50.0468	74.936	GFP-	K562	CrERV	H08
66608	53640.8	41.3414	72.9438	GFP-	K562	CrERV	H08
61669.9	60135.6	50.6755	100.96	GFP-	K562	CrERV	H08
101366	71584.4	56.8324	79.4365	GFP-	K562	CrERV	H08
77968.8	47796.6	39.6971	79.0905	GFP-	K562	CrERV	H08
69133.6	50067.5	45.6457	86.8686	GFP-	K562	CrERV	H08
123182	103694	57.7394	103.885	GFP-	K562	CrERV	H08
112556	73001.9	50.0468	122.497	GFP-	K562	CrERV	H08
103489	94268.1	85.7177	120.828	GFP-	K562	CrERV	H08
82980.1	49671.7	37.3274	91.1832	GFP-	K562	CrERV	H08
