FSC.A	SSC.A	B.530_30.A	V.450_50.A	Population	Cell	Virus	well
101016	86890.2	64.9887	102.638	GFP-	K562	SFFV	G03
83481.8	55664.9	69.704	87.9477	GFP-	K562	SFFV	G03
143786	126485	77.6467	120.871	GFP-	K562	SFFV	G03
73933.9	53127.3	54.2059	72.6406	GFP-	K562	SFFV	G03
115211	106108	98.3169	94.6747	GFP-	K562	SFFV	G03
79903.6	79050.4	63.8449	90.8814	GFP-	K562	SFFV	G03
111891	87294.5	44.63	108.911	GFP-	K562	SFFV	G03
117359	83383.8	40.3741	96.6132	GFP-	K562	SFFV	G03
64054.6	41410.5	37.3758	25.9742	GFP-	K562	SFFV	G03
73223.5	54639.4	65.5605	59.7969	GFP-	K562	SFFV	G03
79753.2	51971.6	61.1271	56.8407	GFP-	K562	SFFV	G03
80824.8	62976.7	60.2208	44.8089	GFP-	K562	SFFV	G03
94699.3	78091.1	56.0685	88.3361	GFP-	K562	SFFV	G03
84951.4	80290.5	65.894	83.4567	GFP-	K562	SFFV	G03
129862	118771	59.2188	119.758	GFP-	K562	SFFV	G03
77811.7	54902.2	47.7253	58.2321	GFP-	K562	SFFV	G03
94324.6	75504.1	28.0426	72.2073	GFP-	K562	SFFV	G03
79460.2	48958.5	46.4195	70.4306	GFP-	K562	SFFV	G03
92758.8	78948.8	66.561	117.317	GFP-	K562	SFFV	G03
108803	79970	66.037	122.112	GFP-	K562	SFFV	G03
128471	113703	108.899	132.838	GFP-	K562	SFFV	G03
84910	88201.6	76.9814	63.4459	GFP-	K562	SFFV	G03
106717	69892.8	67.7994	104.83	GFP-	K562	SFFV	G03
90229.8	73501	62.9868	127.586	GFP-	K562	SFFV	G03
71601.4	59391.2	50.4337	79.9122	GFP-	K562	SFFV	G03
86639.5	52707.2	54.7313	63.1419	GFP-	K562	SFFV	G03
99562.9	69164.2	45.0169	89.2854	GFP-	K562	SFFV	G03
131654	94350.6	100.728	123.225	GFP-	K562	SFFV	G03
142459	116301	80.4495	107.021	GFP-	K562	SFFV	G03
90375.3	66660.1	41.4865	97.0007	GFP-	K562	SFFV	G03
78608	74373.9	30.5088	79.9554	GFP-	K562	SFFV	G03
122074	85790.7	47.5802	106.549	GFP-	K562	SFFV	G03
113996	61994.9	53.5291	77.6629	GFP-	K562	SFFV	G03
64967.3	73399.6	62.6054	46.0882	GFP-	K562	SFFV	G03
75446	52762.6	49.805	61.144	GFP-	K562	SFFV	G03
94429.8	73653	84.7689	68.3928	GFP-	K562	SFFV	G03
72745.5	46858.4	10.4424	22.2694	GFP-	K562	SFFV	G03
71171.6	45943.4	21.2729	29.4586	GFP-	K562	SFFV	G03
92082.7	57030.3	60.4593	75.2824	GFP-	K562	SFFV	G03
69806.1	62287.8	38.0528	70.1271	GFP-	K562	SFFV	G03
99527.4	59852.6	61.4132	82.6357	GFP-	K562	SFFV	G03
93559.8	55532.5	20.6443	85.4005	GFP-	K562	SFFV	G03
142389	107860	54.5881	116.931	GFP-	K562	SFFV	G03
89264.3	79488.9	45.8875	67.6121	GFP-	K562	SFFV	G03
126471	110263	52.5618	91.3126	GFP-	K562	SFFV	G03
123094	87129.5	68.2756	78.4849	GFP-	K562	SFFV	G03
128681	104007	50.5788	103.885	GFP-	K562	SFFV	G03
87599.9	59985.3	49.9017	68.653	GFP-	K562	SFFV	G03
71003.8	61555.8	46.9998	79.004	GFP-	K562	SFFV	G03
73715.8	71675.4	54.6836	80.7338	GFP-	K562	SFFV	G03
140083	101269	88.2783	137.274	GFP-	K562	SFFV	G03
75788.4	87216.8	46.8547	118.045	GFP-	K562	SFFV	G03
93166.5	58815.6	53.1905	95.5795	GFP-	K562	SFFV	G03
88579	66865.6	40.8578	77.4032	GFP-	K562	SFFV	G03
110569	86390.2	89.6529	107.15	GFP-	K562	SFFV	G03
91509.7	55673.6	53.9644	70.1271	GFP-	K562	SFFV	G03
73262.3	49191	44.3882	67.5687	GFP-	K562	SFFV	G03
82358.6	65570.5	53.7225	89.6736	GFP-	K562	SFFV	G03
105018	86341.7	60.7455	102.122	GFP-	K562	SFFV	G03
120724	87471.6	102.761	103.283	GFP-	K562	SFFV	G03
95945.2	68043.6	86.2868	85.8755	GFP-	K562	SFFV	G03
97765	70257	49.9501	69.9104	GFP-	K562	SFFV	G03
80378.2	76148.9	70.18	93.2526	GFP-	K562	SFFV	G03
63265.3	46416.6	78.312	98.0771	GFP-	K562	SFFV	G03
117185	78612.5	74.7471	126.902	GFP-	K562	SFFV	G03
61232.2	44952.8	34.6193	55.9707	GFP-	K562	SFFV	G03
126654	90523.8	73.5107	123.866	GFP-	K562	SFFV	G03
102391	91823.5	63.9879	83.1542	GFP-	K562	SFFV	G03
87532.2	61393.7	45.5489	63.8801	GFP-	K562	SFFV	G03
78034.9	77101.1	66.1799	100.917	GFP-	K562	SFFV	G03
95135.6	71031.6	53.9193	73.377	GFP-	K562	SFFV	G03
94739.1	61888.8	49.9984	55.4487	GFP-	K562	SFFV	G03
75738.3	64576.4	45.5489	54.9701	GFP-	K562	SFFV	G03
107313	75398.6	56.7847	75.0226	GFP-	K562	SFFV	G03
100257	66271.1	40.4225	65.8767	GFP-	K562	SFFV	G03
86143.5	68659.2	76.2209	139.277	GFP-	K562	SFFV	G03
89420.5	85896.5	76.6487	86.8254	GFP-	K562	SFFV	G03
91716.2	70747.6	58.3122	97.6896	GFP-	K562	SFFV	G03
104541	67068.9	105.311	66.3106	GFP-	K562	SFFV	G03
76915	91758.1	55.4477	81.339	GFP-	K562	SFFV	G03
94083.7	65999.2	53.9644	73.8967	GFP-	K562	SFFV	G03
82904.5	89671.9	54.9701	110.07	GFP-	K562	SFFV	G03
96509.1	57145.7	58.3122	81.2525	GFP-	K562	SFFV	G03
89025.4	63959.2	32.975	60.4053	GFP-	K562	SFFV	G03
82011	43484.1	45.8875	68.2193	GFP-	K562	SFFV	G03
91860.1	67597.9	64.7504	57.406	GFP-	K562	SFFV	G03
89588	58070.3	54.4448	60.0577	GFP-	K562	SFFV	G03
91992.6	60351.8	27.8008	72.2073	GFP-	K562	SFFV	G03
130577	90415.2	58.5031	109.77	GFP-	K562	SFFV	G03
84479	77832.9	46.8064	45.5588	GFP-	K562	SFFV	G03
135870	130627	73.1777	141.108	GFP-	K562	SFFV	G03
141763	96939	80.9718	136.762	GFP-	K562	SFFV	G03
122839	97933.9	77.8368	78.2253	GFP-	K562	SFFV	G03
105105	66209	58.3599	74.8494	GFP-	K562	SFFV	G03
102002	60121.6	43.7111	91.5282	GFP-	K562	SFFV	G03
57376.9	54533.6	68.9899	73.8967	GFP-	K562	SFFV	G03
89104.4	73362.4	92.8743	144.173	GFP-	K562	SFFV	G03
110306	62147.8	48.1606	117.403	GFP-	K562	SFFV	G03
96493.6	76423.9	41.6316	78.6146	GFP-	K562	SFFV	G03
117999	122139	61.604	119.073	GFP-	K562	SFFV	G03
63846.7	39911.1	45.8391	37.0012	GFP-	K562	SFFV	G03
123718	78921	50.7723	89.0696	GFP-	K562	SFFV	G03
88357.3	60481.5	41.1963	82.4196	GFP-	K562	SFFV	G03
84442.1	74369.3	45.3071	86.0051	GFP-	K562	SFFV	G03
76072.2	51321.9	57.644	75.672	GFP-	K562	SFFV	G03
132352	78871.2	86.9033	123.567	GFP-	K562	SFFV	G03
105431	77694.7	77.0765	102.251	GFP-	K562	SFFV	G03
101608	87428.6	53.384	107.837	GFP-	K562	SFFV	G03
102672	62866.2	57.0234	104.787	GFP-	K562	SFFV	G03
133511	90730.9	70.9891	108.61	GFP-	K562	SFFV	G03
108579	100706	86.6188	90.2344	GFP-	K562	SFFV	G03
124073	101848	104.225	151.4	GFP-	K562	SFFV	G03
68569.9	55954	67.8947	77.1869	GFP-	K562	SFFV	G03
140514	84261	163.431	111.4	GFP-	K562	SFFV	G03
73572.4	51498.4	28.6229	42.0299	GFP-	K562	SFFV	G03
100093	87132	90.1741	106.377	GFP-	K562	SFFV	G03
92713.8	97302.9	87.7568	101.95	GFP-	K562	SFFV	G03
79512.9	73036.6	34.2324	64.5312	GFP-	K562	SFFV	G03
121495	114378	73.1777	112.687	GFP-	K562	SFFV	G03
81978.1	46634.8	42.1635	58.4495	GFP-	K562	SFFV	G03
101310	67752.7	94.9101	82.3764	GFP-	K562	SFFV	G03
103278	66388.3	43.6628	91.0539	GFP-	K562	SFFV	G03
108651	106998	87.662	111.314	GFP-	K562	SFFV	G03
88609.4	76280.9	34.1357	87.9045	GFP-	K562	SFFV	G03
100772	83148.7	58.0258	43.3532	GFP-	K562	SFFV	G03
86138.6	72184.2	20.7893	69.6069	GFP-	K562	SFFV	G03
136661	134003	51.4494	132.155	GFP-	K562	SFFV	G03
100234	85518.1	67.466	85.055	GFP-	K562	SFFV	G03
105877	93430.7	68.5613	117.188	GFP-	K562	SFFV	G03
94740.3	68093.6	48.886	117.702	GFP-	K562	SFFV	G03
102880	78573.6	59.1711	101.649	GFP-	K562	SFFV	G03
101365	72137.6	95.3361	141.279	GFP-	K562	SFFV	G03
72755	51235.6	61.0794	51.7055	GFP-	K562	SFFV	G03
104631	92661.7	92.448	102.079	GFP-	K562	SFFV	G03
122217	103767	106.161	119.63	GFP-	K562	SFFV	G03
125024	95304.3	49.1762	130.789	GFP-	K562	SFFV	G03
80690.6	68797	64.8934	98.895	GFP-	K562	SFFV	G03
80455.4	86363.8	68.0851	39.295	GFP-	K562	SFFV	G03
66617	50090.9	18.5651	81.3822	GFP-	K562	SFFV	G03
117989	118204	86.8559	75.8885	GFP-	K562	SFFV	G03
117556	57969.5	56.6415	79.696	GFP-	K562	SFFV	G03
104161	64149.7	37.9077	69.737	GFP-	K562	SFFV	G03
98657.6	50775.9	4.59254	70.1705	GFP-	K562	SFFV	G03
98805	62909.7	45.3555	73.7235	GFP-	K562	SFFV	G03
109646	106608	66.6087	80.6473	GFP-	K562	SFFV	G03
91555.5	62530.8	-1.6835	79.6095	GFP-	K562	SFFV	G03
86912.1	56953.5	14.7454	35.6338	GFP-	K562	SFFV	G03
87967.8	57727.5	15.7124	59.9273	GFP-	K562	SFFV	G03
138638	80309	108.946	96.3978	GFP-	K562	SFFV	G03
100492	76626	49.3697	58.1886	GFP-	K562	SFFV	G03
107045	81674.4	41.0996	84.5367	GFP-	K562	SFFV	G03
114118	95207.6	82.8708	115.303	GFP-	K562	SFFV	G03
107218	82665.1	60.5547	122.711	GFP-	K562	SFFV	G03
60378.7	66465.2	45.0169	90.105	GFP-	K562	SFFV	G03
108266	68401.8	83.4878	81.9442	GFP-	K562	SFFV	G03
131422	115432	82.8708	136.421	GFP-	K562	SFFV	G03
114127	62345.6	66.9897	98.5506	GFP-	K562	SFFV	G03
95937.6	87148	89.795	66.7879	GFP-	K562	SFFV	G03
146443	124426	101.059	159.207	GFP-	K562	SFFV	G03
93877.6	78580.7	32.83	82.7221	GFP-	K562	SFFV	G03
86840.6	65746.6	52.6585	60.4922	GFP-	K562	SFFV	G03
126550	115545	82.8233	114.917	GFP-	K562	SFFV	G03
70385.6	48214.7	37.7626	32.6785	GFP-	K562	SFFV	G03
100356	78754.9	72.4641	107.365	GFP-	K562	SFFV	G03
98823.8	81985.1	50.4821	113.459	GFP-	K562	SFFV	G03
128850	87552.2	94.7208	115.731	GFP-	K562	SFFV	G03
141571	91344.4	78.312	100.659	GFP-	K562	SFFV	G03
100774	70081.8	55.4955	112.344	GFP-	K562	SFFV	G03
131481	89598.8	84.3894	114.102	GFP-	K562	SFFV	G03
80512.1	64115.2	52.5618	82.6789	GFP-	K562	SFFV	G03
129736	108896	97.5127	115.088	GFP-	K562	SFFV	G03
85267.6	86152.4	67.2279	66.0937	GFP-	K562	SFFV	G03
123805	105883	74.4618	109.898	GFP-	K562	SFFV	G03
109979	70642.6	40.084	118.473	GFP-	K562	SFFV	G03
94128.3	75311.5	78.7871	78.5281	GFP-	K562	SFFV	G03
98881	84566	58.3599	61.3177	GFP-	K562	SFFV	G03
106974	95595.9	82.6809	118.388	GFP-	K562	SFFV	G03
112688	96734	72.369	83.4999	GFP-	K562	SFFV	G03
81018	66270.9	38.7782	72.9438	GFP-	K562	SFFV	G03
108145	106322	108.191	122.54	GFP-	K562	SFFV	G03
73542.4	65980.4	84.4368	89.6736	GFP-	K562	SFFV	G03
105430	81685.6	71.7029	76.4512	GFP-	K562	SFFV	G03
105537	71708.8	64.941	51.1394	GFP-	K562	SFFV	G03
138444	113832	64.8457	151.273	GFP-	K562	SFFV	G03
68820.1	87913.8	36.8922	95.9671	GFP-	K562	SFFV	G03
59637.7	61926	55.2567	58.9277	GFP-	K562	SFFV	G03
98093	59413.8	61.1271	73.4636	GFP-	K562	SFFV	G03
87118.4	59524.2	67.1326	61.0571	GFP-	K562	SFFV	G03
78696	68568.1	58.2167	126.175	GFP-	K562	SFFV	G03
76724.2	56939.9	44.098	41.1917	GFP-	K562	SFFV	G03
99735.3	77228.4	99.1209	117.96	GFP-	K562	SFFV	G03
139198	93684.3	62.2239	123.182	GFP-	K562	SFFV	G03
86999.2	53748.6	71.5601	68.7397	GFP-	K562	SFFV	G03
51035.5	41844.9	30.5571	64.4444	GFP-	K562	SFFV	G03
51963.1	54393.5	38.4881	59.9708	GFP-	K562	SFFV	G03
108136	114100	91.4533	134.118	GFP-	K562	SFFV	G03
104691	75612.2	76.8864	75.4556	GFP-	K562	SFFV	G03
94644.1	77211	57.5962	125.876	GFP-	K562	SFFV	G03
111796	90569.6	88.1361	127.799	GFP-	K562	SFFV	G03
92619.8	60353.3	32.5398	72.2507	GFP-	K562	SFFV	G03
97663.6	75586.4	82.2537	96.4839	GFP-	K562	SFFV	G03
67540.1	60031.2	30.0736	57.1451	GFP-	K562	SFFV	G03
107091	73457.4	61.1747	126.261	GFP-	K562	SFFV	G03
101257	70887	52.5618	68.4362	GFP-	K562	SFFV	G03
95422.4	99977.1	52.5618	76.9272	GFP-	K562	SFFV	G03
92026.8	61631.6	39.9389	79.696	GFP-	K562	SFFV	G03
139526	128895	130.409	161.58	GFP-	K562	SFFV	G03
103301	85512	99.2627	97.7327	GFP-	K562	SFFV	G03
98084.9	73410.5	62.51	81.7281	GFP-	K562	SFFV	G03
95938.2	88749.9	83.6776	86.6527	GFP-	K562	SFFV	G03
90002.4	51200.7	67.466	85.7892	GFP-	K562	SFFV	G03
113517	85371.3	63.1775	99.8848	GFP-	K562	SFFV	G03
93646.1	71848.2	68.0851	93.2957	GFP-	K562	SFFV	G03
90017.8	75348.3	38.343	99.4114	GFP-	K562	SFFV	G03
112979	87175.9	80.6869	117.36	GFP-	K562	SFFV	G03
100391	75893.2	60.0299	61.2743	GFP-	K562	SFFV	G03
81584.8	63584.4	67.466	100.1	GFP-	K562	SFFV	G03
87744.7	71325.4	121.432	83.2406	GFP-	K562	SFFV	G03
66796.5	40306	35.925	61.8825	GFP-	K562	SFFV	G03
86269.5	72789.4	44.8235	90.5795	GFP-	K562	SFFV	G03
96447.3	81997.8	79.5946	99.1532	GFP-	K562	SFFV	G03
74263.3	57465.8	52.3199	78.8309	GFP-	K562	SFFV	G03
103931	53459.3	46.5162	113.759	GFP-	K562	SFFV	G03
131282	89489.5	114.463	131.045	GFP-	K562	SFFV	G03
104529	54427.8	59.362	88.0771	GFP-	K562	SFFV	G03
107738	62364.1	93.4425	105.647	GFP-	K562	SFFV	G03
91394.2	76218.1	71.3698	75.1525	GFP-	K562	SFFV	G03
81262	56466.5	49.1762	88.3361	GFP-	K562	SFFV	G03
86306.1	43721.9	31.8144	72.294	GFP-	K562	SFFV	G03
90564.3	85408.6	54.0127	84.6663	GFP-	K562	SFFV	G03
90014.9	94388	65.4176	66.4842	GFP-	K562	SFFV	G03
75971.3	72980.2	27.3656	51.7491	GFP-	K562	SFFV	G03
86067.9	67702.3	83.0132	83.3271	GFP-	K562	SFFV	G03
76719.3	58580.7	57.6917	76.4079	GFP-	K562	SFFV	G03
114218	75340.9	51.5945	85.2278	GFP-	K562	SFFV	G03
90717	61557.3	56.7847	91.8732	GFP-	K562	SFFV	G03
92090.7	56419.6	31.2341	69.9104	GFP-	K562	SFFV	G03
85280.8	74071.8	71.3698	106.635	GFP-	K562	SFFV	G03
119960	104586	64.7028	119.929	GFP-	K562	SFFV	G03
126771	92269.7	62.1285	114.36	GFP-	K562	SFFV	G03
78492.4	62124.7	50.8206	56.4492	GFP-	K562	SFFV	G03
84975.2	69728.9	74.5569	113.073	GFP-	K562	SFFV	G03
118565	107227	112.672	151.57	GFP-	K562	SFFV	G03
61226.5	48962.2	52.5134	36.119	GFP-	K562	SFFV	G03
87743.7	51159.4	53.5774	90.5363	GFP-	K562	SFFV	G03
124267	91234.9	55.5432	91.7007	GFP-	K562	SFFV	G03
57365	72945.1	31.4276	66.2238	GFP-	K562	SFFV	G03
97203.3	48371	44.63	38.4127	GFP-	K562	SFFV	G03
60210.4	51052.7	57.3098	53.7081	GFP-	K562	SFFV	G03
126908	88053.4	102.194	103.928	GFP-	K562	SFFV	G03
82814.4	60765.8	45.162	54.2304	GFP-	K562	SFFV	G03
97765.4	91028.8	66.6087	91.1401	GFP-	K562	SFFV	G03
132166	92374	59.7437	110.928	GFP-	K562	SFFV	G03
105964	72546.3	83.2979	114.874	GFP-	K562	SFFV	G03
68977.2	58156.5	60.0299	106.162	GFP-	K562	SFFV	G03
124325	78043.2	86.9982	119.844	GFP-	K562	SFFV	G03
110299	75655.8	64.7981	102.896	GFP-	K562	SFFV	G03
97408.4	59210.3	61.2701	85.2278	GFP-	K562	SFFV	G03
98906.4	53997.2	60.5547	83.7159	GFP-	K562	SFFV	G03
89362	86418.5	86.9033	68.9999	GFP-	K562	SFFV	G03
64777.3	66075.1	62.0809	97.0438	GFP-	K562	SFFV	G03
86348.2	70889.8	103.658	90.752	GFP-	K562	SFFV	G03
118599	103283	140.352	86.0914	GFP-	K562	SFFV	G03
57647.9	48577.5	28.1393	52.141	GFP-	K562	SFFV	G03
89934.3	67746.6	63.9879	81.0796	GFP-	K562	SFFV	G03
105929	71122.9	75.9357	73.9834	GFP-	K562	SFFV	G03
131552	93608.6	37.7143	97.173	GFP-	K562	SFFV	G03
95842.7	65225	44.5333	79.3067	GFP-	K562	SFFV	G03
92496.2	62162.5	60.0776	73.5936	GFP-	K562	SFFV	G03
71922	49968.2	27.559	54.0128	GFP-	K562	SFFV	G03
110275	111730	72.3214	138.041	GFP-	K562	SFFV	G03
90183.1	80369	46.1777	49.4841	GFP-	K562	SFFV	G03
109785	71129.1	93.3478	87.8182	GFP-	K562	SFFV	G03
111352	108044	34.2807	75.2391	GFP-	K562	SFFV	G03
80152.9	69113.5	47.822	78.4849	GFP-	K562	SFFV	G03
98518.9	107339	88.2309	116.46	GFP-	K562	SFFV	G03
60686.1	44527.5	35.6348	22.5782	GFP-	K562	SFFV	G03
116084	76267.5	78.9771	92.4336	GFP-	K562	SFFV	G03
107956	67615.2	73.8436	94.804	GFP-	K562	SFFV	G03
121367	106047	86.9033	118.302	GFP-	K562	SFFV	G03
97574.1	54651.8	46.7097	83.4999	GFP-	K562	SFFV	G03
81622.2	52333.8	61.6994	85.3573	GFP-	K562	SFFV	G03
134970	91544.1	82.4911	115.774	GFP-	K562	SFFV	G03
99501.6	78037.2	87.6146	90.4501	GFP-	K562	SFFV	G03
101936	78102.8	54.1104	89.5011	GFP-	K562	SFFV	G03
98385.6	69505.7	45.0169	67.3518	GFP-	K562	SFFV	G03
81184.7	76602.4	63.6542	110.413	GFP-	K562	SFFV	G03
101690	97063.9	42.5021	76.4512	GFP-	K562	SFFV	G03
95683.3	65310.6	52.5618	55.2747	GFP-	K562	SFFV	G03
61270.3	68307.8	82.0638	90.8382	GFP-	K562	SFFV	G03
90712.1	62249.5	54.7791	84.7527	GFP-	K562	SFFV	G03
117857	104999	79.5946	119.287	GFP-	K562	SFFV	G03
57804.2	47670.2	52.465	85.5301	GFP-	K562	SFFV	G03
89653.2	65087.3	24.1258	69.5202	GFP-	K562	SFFV	G03
119243	83434.5	54.0626	84.6231	GFP-	K562	SFFV	G03
110379	103568	40.616	94.804	GFP-	K562	SFFV	G03
83542.4	61085.8	47.6286	72.294	GFP-	K562	SFFV	G03
120553	99604.2	91.1217	74.7628	GFP-	K562	SFFV	G03
106618	127048	141.85	109.598	GFP-	K562	SFFV	G03
112376	75429	80.5445	107.279	GFP-	K562	SFFV	G03
68259.5	73438.1	56.0685	72.8139	GFP-	K562	SFFV	G03
109570	100644	59.028	107.795	GFP-	K562	SFFV	G03
84751.4	68372.2	50.2402	45.1618	GFP-	K562	SFFV	G03
105922	66128.8	66.7992	102.208	GFP-	K562	SFFV	G03
112513	96058.1	93.2531	143.067	GFP-	K562	SFFV	G03
93033.6	73260.4	62.1285	100.401	GFP-	K562	SFFV	G03
81627.8	88828.9	72.4166	100.53	GFP-	K562	SFFV	G03
126583	79734	71.4174	90.1481	GFP-	K562	SFFV	G03
108140	79364	82.9182	73.94	GFP-	K562	SFFV	G03
98413.3	64776.1	91.7849	106.807	GFP-	K562	SFFV	G03
140070	88186.5	103.611	137.316	GFP-	K562	SFFV	G03
100624	56392.8	62.4146	77.4032	GFP-	K562	SFFV	G03
91536.5	64257.7	31.7661	54.6655	GFP-	K562	SFFV	G03
96506.4	80787.2	74.6996	78.5281	GFP-	K562	SFFV	G03
139847	115136	64.9887	102.079	GFP-	K562	SFFV	G03
103696	67099.4	54.0127	129.807	GFP-	K562	SFFV	G03
123623	100718	66.3228	133.734	GFP-	K562	SFFV	G03
79684.5	52569.4	37.4241	50.0505	GFP-	K562	SFFV	G03
121298	96092.6	77.4567	121.642	GFP-	K562	SFFV	G03
90895.1	70097.2	59.362	103.326	GFP-	K562	SFFV	G03
102580	89801.7	80.0221	101.262	GFP-	K562	SFFV	G03
119984	68367.3	67.5613	92.6061	GFP-	K562	SFFV	G03
74903.6	68215.1	46.1293	70.3005	GFP-	K562	SFFV	G03
77335.1	74429.8	63.9402	104.572	GFP-	K562	SFFV	G03
105279	95597.3	53.5291	60.3184	GFP-	K562	SFFV	G03
103188	72346.3	57.3576	98.3354	GFP-	K562	SFFV	G03
134133	97136.1	54.4448	54.9701	GFP-	K562	SFFV	G03
120319	68970.1	41.9701	96.2255	GFP-	K562	SFFV	G03
99930.5	66275.4	53.5291	68.9132	GFP-	K562	SFFV	G03
74336.2	50322.6	51.2559	79.3932	GFP-	K562	SFFV	G03
100856	66916	64.3215	87.1276	GFP-	K562	SFFV	G03
113758	91525.2	69.1803	89.7599	GFP-	K562	SFFV	G03
111342	112062	56.3073	123.567	GFP-	K562	SFFV	G03
100991	98920	70.7511	151.145	GFP-	K562	SFFV	G03
81502.6	61315.4	44.1464	70.734	GFP-	K562	SFFV	G03
85930.3	73681.3	72.5593	65.5295	GFP-	K562	SFFV	G03
135071	91290.1	78.312	128.611	GFP-	K562	SFFV	G03
85025.4	60872.4	65.8464	73.0305	GFP-	K562	SFFV	G03
51273.4	51789.9	30.8473	78.7877	GFP-	K562	SFFV	G03
106589	78121.4	45.0169	83.9751	GFP-	K562	SFFV	G03
89723.4	53048.9	45.5973	87.3866	GFP-	K562	SFFV	G03
72617.6	50957.2	34.716	74.7628	GFP-	K562	SFFV	G03
139306	95336.3	47.822	94.804	GFP-	K562	SFFV	G03
81322.5	50268.5	57.9781	48.9997	GFP-	K562	SFFV	G03
101880	62072.7	62.653	76.3213	GFP-	K562	SFFV	G03
77645.5	78011	86.524	76.1482	GFP-	K562	SFFV	G03
92815.2	72076.6	71.8456	71.7307	GFP-	K562	SFFV	G03
119196	85638	81.3517	138.851	GFP-	K562	SFFV	G03
114757	93727	67.5613	108.61	GFP-	K562	SFFV	G03
122036	108847	71.227	86.7822	GFP-	K562	SFFV	G03
108958	89905	86.7137	65.4427	GFP-	K562	SFFV	G03
90396.8	87127.2	57.3576	95.9671	GFP-	K562	SFFV	G03
97094.9	56553.2	61.1271	87.0412	GFP-	K562	SFFV	G03
77894.7	60396.9	42.2603	79.177	GFP-	K562	SFFV	G03
104437	85404.9	58.8371	109.984	GFP-	K562	SFFV	G03
112119	117778	80.6869	168.648	GFP-	K562	SFFV	G03
98732.8	69768.1	29.0581	42.1181	GFP-	K562	SFFV	G03
85408.7	52443.4	56.0685	54.2304	GFP-	K562	SFFV	G03
121647	107036	70.0372	110.842	GFP-	K562	SFFV	G03
119638	98615.7	75.603	151.91	GFP-	K562	SFFV	G03
90365.1	71555.7	53.8676	102.982	GFP-	K562	SFFV	G03
136878	108461	127.685	123.61	GFP-	K562	SFFV	G03
110571	80701.4	80.6869	83.8023	GFP-	K562	SFFV	G03
88751	57060.6	49.5631	89.0696	GFP-	K562	SFFV	G03
146331	97648.6	86.7137	145.917	GFP-	K562	SFFV	G03
107738	117295	106.539	138.382	GFP-	K562	SFFV	G03
112920	79891.2	52.9971	71.7307	GFP-	K562	SFFV	G03
102652	74611.1	63.7972	42.5592	GFP-	K562	SFFV	G03
69805.3	78546.9	54.5881	67.482	GFP-	K562	SFFV	G03
127274	98709.6	81.8265	134.886	GFP-	K562	SFFV	G03
72100.5	86603.2	37.5208	57.5799	GFP-	K562	SFFV	G03
109755	60655.8	37.5208	49.092	GFP-	K562	SFFV	G03
76875	44952.4	29.3482	36.2513	GFP-	K562	SFFV	G03
82024.2	54527.5	45.8391	50.791	GFP-	K562	SFFV	G03
129831	98456	98.6007	105.862	GFP-	K562	SFFV	G03
68679	52238.6	52.465	63.359	GFP-	K562	SFFV	G03
130897	77682.4	38.7299	129.38	GFP-	K562	SFFV	G03
117253	82749.5	67.5613	114.317	GFP-	K562	SFFV	G03
88770.9	51580.4	77.9319	62.534	GFP-	K562	SFFV	G03
65227.9	53095.1	35.5864	55.3617	GFP-	K562	SFFV	G03
125176	119983	73.5107	120.4	GFP-	K562	SFFV	G03
101160	99159.8	95.6674	107.236	GFP-	K562	SFFV	G03
56787.5	46588.2	39.1651	33.6048	GFP-	K562	SFFV	G03
73340.7	40004.3	34.8127	26.9887	GFP-	K562	SFFV	G03
111212	104563	49.5631	92.9078	GFP-	K562	SFFV	G03
107750	77691.7	82.8708	100.057	GFP-	K562	SFFV	G03
98178.8	70015.6	27.2205	61.9259	GFP-	K562	SFFV	G03
98602.4	88100.3	45.4522	96.2686	GFP-	K562	SFFV	G03
116981	91059.8	53.1905	78.2686	GFP-	K562	SFFV	G03
109879	81482.5	75.7931	107.408	GFP-	K562	SFFV	G03
113269	78629.2	56.0685	111.443	GFP-	K562	SFFV	G03
101456	86355.3	31.6694	52.707	GFP-	K562	SFFV	G03
96306.6	63546.2	75.6505	76.0616	GFP-	K562	SFFV	G03
122396	102501	58.7417	97.7757	GFP-	K562	SFFV	G03
75622.7	71174.6	67.5613	69.4335	GFP-	K562	SFFV	G03
125661	81511.3	57.9303	93.382	GFP-	K562	SFFV	G03
127975	87531.4	57.1666	95.0194	GFP-	K562	SFFV	G03
67311.1	67451.5	45.6457	82.5925	GFP-	K562	SFFV	G03
96974.2	95423.5	73.9863	126.004	GFP-	K562	SFFV	G03
66838.8	82601.1	53.9644	79.9554	GFP-	K562	SFFV	G03
102512	84984	63.4635	90.1481	GFP-	K562	SFFV	G03
95612.1	66813.6	87.9939	54.6655	GFP-	K562	SFFV	G03
73455.4	67130	66.7516	76.7108	GFP-	K562	SFFV	G03
138741	113347	56.1163	125.491	GFP-	K562	SFFV	G03
113385	83519.3	87.3301	84.0615	GFP-	K562	SFFV	G03
130962	99992.3	102.808	111.915	GFP-	K562	SFFV	G03
83924.5	72245	61.0317	82.4196	GFP-	K562	SFFV	G03
70389.1	42114.5	22.5784	37.7952	GFP-	K562	SFFV	G03
1e+05	73973.8	85.5754	70.4306	GFP-	K562	SFFV	G03
99402.2	77614.6	70.9415	107.752	GFP-	K562	SFFV	G03
80060.9	67429.7	69.2279	64.7049	GFP-	K562	SFFV	G03
